Company.Nav Customer No,Company,Company.Customer Status,Company.Company name,Company.Country.Region,Company.Country.Sub Region,Company.Country,"Company.Closed, last invoice date", 2 022,Dev22-23, 2 023,Dev23-24, 2 024,Dev24-25,"2,025.00",Year to date,Last 12 months,Last year to date,Last financial year,Company.Invoice Type,Company.Region + Tier,Company.Operator,Balance,Balance NOT Due,Due 1-30 days,Due 31-60 days,Due 61-90 days,Due > 90 days,Record ID (System),Company.Fleet Size,Company.Customer Since,Company.Currency
COM13363,Asia Jet Sdn Bhd - Malaysia,PotCust,Asia Jet Sdn Bhd,Asia,Asia South-eastern,Malaysia - MY - Asia,,  ,0%,  ,0%,  ,0%,0.00,0.00,0.00,0.00,0.00,,,GA-BA,0.00,0.00,0.00,0.00,0.00,0.00,1429,0,,USD
COM13365,Advanced Air Support International - France,PotCust,Advanced Air Support International,Europe,Europe Western,France - FR - Europe,,  ,0%,  ,0%,  ,0%,0.00,0.00,0.00,0.00,0.00,New FSP,EUR5,FSP,0.00,0.00,0.00,0.00,0.00,0.00,1430,1,2018-09-01,EUR
COM13369,BRAVO AIR Ltd - Georgia,PotCust,BRAVO AIR Ltd,Asia,Middle East,Georgia - GE - Asia,,  ,0%,  ,0%,  ,0%,0.00,0.00,0.00,0.00,0.00,Standard,,AIRL,0.00,0.00,0.00,0.00,0.00,0.00,1431,0,,EUR
COM13370,AIR DECCAN - India,PotCust,AIR DECCAN,Asia,Asia Southern,India - IN - Asia,,  ,0%,  ,0%,  ,0%,0.00,0.00,0.00,0.00,0.00,,,GA-BA,0.00,0.00,0.00,0.00,0.00,0.00,1432,0,,USD
COM13371,ELLINAIR S.A. - Greece,PotCust,ELLINAIR S.A.,Europe,Europe Southern,Greece - GR - Europe,,  ,0%,  ,0%,  ,0%,0.00,0.00,0.00,0.00,0.00,Standard,,AIRL,0.00,0.00,0.00,0.00,0.00,0.00,1433,0,2019-05-01,EUR
COM13372,FlyGR8 S.A (AllTime Aviation Ltd) - Greece,PotCust,FlyGR8 S.A (AllTime Aviation Ltd),Europe,Europe Southern,Greece - GR - Europe,,  ,0%,  ,0%,  ,0%,0.00,0.00,0.00,0.00,0.00,Standard,,AIRL,0.00,0.00,0.00,0.00,0.00,0.00,1434,0,2021-03-04,EUR
COM13373,Libyan Government - Libya,PotCust,Libyan Government,Africa,Africa Northern,Libya - LY - Africa,,  ,0%,  ,0%,  ,0%,0.00,0.00,0.00,0.00,0.00,Old,,GA-BA,0.00,0.00,0.00,0.00,0.00,0.00,1435,0,2019-10-01,EUR
COM13374,Shujaa Aviation Limited - Kenya,Customer,Shujaa Aviation Limited,Africa,Africa Sub-Saharan,Kenya - KE - Africa,, 135 865,47%, 200 155,56%, 313 050,4%,"326,966.00","208,035.00","337,809.00","197,192.00","326,966.00",New FSP,AFR5,FSP,"27,171.00",0.00,"27,171.00",0.00,0.00,0.00,1436,11,2019-01-01,USD
COM13377,AMREF Flying Doctors - Kenya,Customer,AMREF Flying Doctors,Africa,Africa Sub-Saharan,Kenya - KE - Africa,, 102 380,79%, 183 582,3%, 188 633,-1%,"185,819.00","110,703.00","184,465.00","112,057.00","185,819.00",Standard,AFR4,GA-BA,"16,426.00",0.00,"16,426.00",0.00,0.00,0.00,1437,5,2018-12-01,USD
COM13378,Georgian Wings (TCA LLC) - Georgia,Quarantine,Georgian Wings (TCA LLC),Asia,Middle East,Georgia - GE - Asia,, 22 140,6%, 23 449,8%, 25 337,-1%,"25,153.00",0.00,0.00,"25,153.00","25,153.00",Standard,APAC5,AIRL,0.00,0.00,0.00,0.00,0.00,0.00,1438,1,2021-02-18,EUR
COM13382,STAR AVIATION SPA - Algeria,Customer,STAR AVIATION SPA,Africa,Africa Northern,Algeria - DZ - Africa,, 129 784,7%, 139 421,24%, 173 330,-15%,"147,495.00","78,305.00","149,221.00","76,580.00","147,495.00",Old,AFR4,GA-BA,"120,750.00",0.00,0.00,"37,634.00",0.00,"83,115.00",1439,12,2018-10-01,EUR
COM13388,JONIKA LLC - Ukraine,Customer,JONIKA LLC,Europe,Europe Eastern,Ukraine - UA - Europe,,  50,-100%,  ,0%,  ,0%,0.00,0.00,0.00,0.00,0.00,Standard,EUR5,AIRL,0.00,0.00,0.00,0.00,0.00,0.00,1440,4,2019-02-01,USD
COM13390,Emperor Aviation Ltd - Malta,Quarantine,Emperor Aviation Ltd,Europe,Europe Southern,Malta - MT - Europe,, 140 601,-100%,  ,0%,  ,0%,0.00,0.00,0.00,0.00,0.00,Standard,,GA-BA,0.00,0.00,0.00,0.00,0.00,0.00,1441,0,2019-04-01,EUR
COM13393,NILE AIR - Egypt,Customer,NILE AIR,Africa,Africa Northern,Egypt - EG - Africa,, 120 585,93%, 232 378,3%, 238 737,-9%,"216,266.00","187,663.00","281,936.00","121,993.00","216,266.00",Standard,AFR4,AIRL,0.00,0.00,0.00,0.00,0.00,0.00,1442,5,2021-10-08,EUR
COM13394,Eliance Aviation Global Services SLU - Spain,Customer,Eliance Aviation Global Services SLU,Europe,Europe Southern,Spain - ES - Europe,, 148 639,-7%, 138 183,-1%, 137 077,4%,"142,332.00","89,774.00","149,108.00","82,998.00","142,332.00",Standard,EUR5,GA-BA,0.00,0.00,0.00,0.00,0.00,0.00,1443,3,2020-01-01,EUR
COM13395,JSC NordStar Airlines - Russian Federation,Quarantine,JSC NordStar Airlines,Europe,Europe Eastern,Russian Federation - RU - Europe,, 68 310,-100%,  ,0%,  ,0%,0.00,0.00,0.00,0.00,0.00,Standard,,AIRL,0.00,0.00,0.00,0.00,0.00,0.00,1444,0,2019-10-01,USD
COM13398,Emirates Flight Training Academy - United Arab Emirates,Customer,Emirates Flight Training Academy,Asia,Middle East,United Arab Emirates - AE - Asia,, 95 477,28%, 122 090,32%, 161 437,19%,"192,520.00","127,612.00","207,804.00","112,328.00","192,520.00",Standard,APAC3,GA-BA,"18,401.00",0.00,"18,401.00",0.00,0.00,0.00,1445,31,2020-01-01,EUR
COM13400,I-OPS Aviation - Malta,Customer,I-OPS Aviation,Europe,Europe Southern,Malta - MT - Europe,, 44 844,12%, 50 101,-8%, 45 862,7%,"49,134.00","30,981.00","51,464.00","28,651.00","49,134.00",New FSP,EUR5,FSP,"4,427.00",0.00,"4,427.00",0.00,0.00,0.00,1446,0,2019-01-01,EUR
COM13402,UR AIRLINES - Iraq,Customer,UR AIRLINES,Asia,Middle East,Iraq - IQ - Asia,, 83 029,-43%, 47 045,14%, 53 470,2%,"54,538.00","31,072.00","48,634.00","36,976.00","54,538.00",Standard,APAC5,AIRL,0.00,0.00,0.00,0.00,0.00,0.00,1447,2,2019-02-01,EUR
COM13403,ASTRA AIRLINES - Greece,PotCust,ASTRA AIRLINES,Europe,Europe Southern,Greece - GR - Europe,,  ,0%,  ,0%,  ,0%,0.00,0.00,0.00,0.00,0.00,Standard,,AIRL,0.00,0.00,0.00,0.00,0.00,0.00,1448,0,2019-07-01,EUR
COM13404,AEREO CALAFIA - Mexico,Quarantine,AEREO CALAFIA,Americas,"America, Latin and the Caribbean",Mexico - MX - Americas,, 27 746,-22%, 21 543,70%, 36 713,-100%,0.00,0.00,0.00,0.00,0.00,Old,AME5,AIRL,0.00,0.00,0.00,0.00,0.00,0.00,1449,1,2019-03-29,USD
COM13405,KEY LIME AIR - United States of America,Customer,KEY LIME AIR,Americas,"America, Northern",United States of America - US - Americas,, 240 761,6%, 254 708,32%, 336 430,5%,"353,282.00","235,855.00","378,539.00","210,598.00","353,282.00",Standard,AME4,AIRL,0.00,0.00,0.00,0.00,0.00,0.00,1450,15,2019-04-01,USD
COM13407,Avimaxx W.L.L. - FSP AIRCRAFT FERRY - Bahrain,Customer,Avimaxx W.L.L. - FSP AIRCRAFT FERRY,Asia,Middle East,Bahrain - BH - Asia,, 16 005,3%, 16 419,8%, 17 783,2%,"18,225.00","11,174.00","18,535.00","10,864.00","18,225.00",New FSP,APAC5,FSP,"1,622.00",0.00,"1,622.00",0.00,0.00,0.00,1451,0,2019-02-01,USD
COM13408,MALETH AERO - Malta,Quarantine,MALETH AERO,Europe,Europe Southern,Malta - MT - Europe,, 332 636,14%, 380 570,-42%, 219 603,-88%,"27,129.00",0.00,0.00,"27,129.00","27,129.00",Standard,EUR5,AIRL,0.00,0.00,0.00,0.00,0.00,0.00,1452,1,2020-09-01,EUR
COM13409,CHARTER JETS - Lithuania,PotCust,CHARTER JETS,Europe,Europe Northern,Lithuania - LT - Europe,,  ,0%,  ,0%,  ,0%,0.00,0.00,0.00,0.00,0.00,,,GA-BA,0.00,0.00,0.00,0.00,0.00,0.00,1453,4,,EUR
COM13411,AVEM AERO OÜ - Estonia,Customer,AVEM AERO OÜ,Europe,Europe Northern,Estonia - EE - Europe,, 175 688,-100%,  ,0%,  ,0%,0.00,0.00,0.00,0.00,0.00,New FSP,EUR5,FSP,0.00,0.00,0.00,0.00,0.00,0.00,1454,1,2019-09-01,EUR
COM13416,COBRA JET AVIATION - Egypt,PotCust,COBRA JET AVIATION,Africa,Africa Northern,Egypt - EG - Africa,, 29 868,-100%,  ,0%,  ,0%,0.00,0.00,0.00,0.00,0.00,Standard,,AIRL,0.00,0.00,0.00,0.00,0.00,0.00,1455,0,2021-06-24,EUR
COM13417,HOP! - France,Customer,HOP!,Europe,Europe Western,France - FR - Europe,, 804 268,19%, 954 489,10%,1 046 383,10%,"1,148,569.00","463,120.00","958,278.00","653,412.00","1,148,569.00",Standard,EUR3,AIRL,"50,736.00",0.00,"50,736.00",0.00,0.00,0.00,1456,39,2021-05-04,EUR
COM13418,AlpAvia d.o.o. (previously Batagon) - Slovenia,Quarantine,AlpAvia d.o.o. (previously Batagon),Europe,Europe Southern,Slovenia - SI - Europe,2025-08-31, 111 266,-10%, 100 183,-23%, 77 160,-33%,"51,655.00",0.00,"5,390.00","46,265.00","51,655.00",Standard,EUR5,GA-BA,0.00,0.00,0.00,0.00,0.00,0.00,1457,2,2019-05-01,EUR
,,,,,,,,  ,0%,  ,0%,  ,100%,"49,327.00",0.00,"21,923.00","27,404.00","49,327.00",,,,0.00,0.00,0.00,0.00,0.00,0.00,1458,,,
COM13428,Bluebair Jet S.A. - Switzerland,PotCust,Bluebair Jet S.A.,Europe,Europe Western,Switzerland - CH - Europe,,  ,0%,  ,0%,  ,0%,0.00,0.00,0.00,0.00,0.00,,,GA-BA,0.00,0.00,0.00,0.00,0.00,0.00,1459,0,,EUR
COM13429,Eswatini Air - Eswatini,Customer,Eswatini Air,Africa,Africa Sub-Saharan,Eswatini - SZ - Africa,, 141 549,-15%, 120 779,8%, 130 496,7%,"139,928.00","90,214.00","148,637.00","81,505.00","139,928.00",Standard,AFR5,AIRL,"13,027.00",0.00,"13,027.00",0.00,0.00,0.00,1460,4,2019-05-01,EUR
COM13430,KENYA AIRWAYS - Kenya,PotCust,KENYA AIRWAYS,Africa,Africa Sub-Saharan,Kenya - KE - Africa,,  ,0%,  ,0%,  ,0%,0.00,0.00,0.00,0.00,0.00,,,AIRL,0.00,0.00,0.00,0.00,0.00,0.00,1461,0,,EUR
COM13431,EFPL SUPPORT PRIVATE LIMITED - India,PotCust,EFPL SUPPORT PRIVATE LIMITED,Asia,Asia Southern,India - IN - Asia,,  ,0%,  ,0%,  ,0%,0.00,0.00,0.00,0.00,0.00,Standard,,GA-BA,0.00,0.00,0.00,0.00,0.00,0.00,1462,0,2019-05-01,EUR
COM13432,AFS ALPINE FLIGHTSERVICE GMBH - Austria,PotCust,AFS ALPINE FLIGHTSERVICE GMBH,Europe,Europe Western,Austria - AT - Europe,,  ,0%,  ,0%,  ,0%,0.00,0.00,0.00,0.00,0.00,,,GA-BA,0.00,0.00,0.00,0.00,0.00,0.00,1463,0,,EUR
COM13433,Jasmin Airways - Tunisia,PotCust,Jasmin Airways,Africa,Africa Northern,Tunisia - TN - Africa,,  ,0%,  ,0%,  ,0%,0.00,0.00,0.00,0.00,0.00,Standard,,AIRL,0.00,0.00,0.00,0.00,0.00,0.00,1464,0,,EUR
COM13436,ALLIED AIR - Nigeria,PotCust,ALLIED AIR,Africa,Africa Sub-Saharan,Nigeria - NG - Africa,, 170 436,-195%,- 162 731,-100%,  ,0%,0.00,0.00,0.00,0.00,0.00,Old,,AIRL,0.00,0.00,0.00,0.00,0.00,0.00,1465,4,2019-04-01,USD
COM13438,Aviagreene Solutions Ltd - Nigeria,Customer,Aviagreene Solutions Ltd,Africa,Africa Sub-Saharan,Nigeria - NG - Africa,,  ,0%,  ,0%, 30 827,50%,"46,169.00","29,111.00","48,358.00","26,923.00","46,169.00",New FSP,AFR5,FSP,"13,326.00",0.00,"4,160.00","4,160.00","4,160.00",846.00,1466,0,2024-04-30,EUR
COM13439,Air Aviation Support - France,Customer,Air Aviation Support,Europe,Europe Western,France - FR - Europe,, 47 325,77%, 83 662,8%, 90 539,8%,"97,911.00","51,242.00","88,226.00","60,927.00","97,911.00",New FSP,EUR5,FSP,0.00,0.00,0.00,0.00,0.00,0.00,1467,0,2019-10-01,EUR
COM13441,AIR CALEDONIE - New Caledonia,PotCust,AIR CALEDONIE,Oceania,Melanesia,New Caledonia - NC - Oceania,,  ,0%,  ,0%,  ,0%,0.00,0.00,0.00,0.00,0.00,,,AIRL,0.00,0.00,0.00,0.00,0.00,0.00,1468,0,,EUR
COM13445,Bartolini Air - Poland,PotCust,Bartolini Air,Europe,Europe Eastern,Poland - PL - Europe,,  ,0%,  ,0%,  ,0%,0.00,0.00,0.00,0.00,0.00,,,GA-BA,0.00,0.00,0.00,0.00,0.00,0.00,1469,0,,EUR
COM13453,SKYWARD AIRLINES - Kenya,Customer,SKYWARD AIRLINES,Africa,Africa Sub-Saharan,Kenya - KE - Africa,,  ,0%,  ,0%,  ,100%,"69,790.00","142,023.00","211,813.00",0.00,"69,790.00",Old,AFR4,AIRL,"51,543.00",0.00,0.00,"51,543.00",0.00,0.00,1470,4,2024-05-02,EUR
COM13455,PHOENIX AVIATION - Kenya,PotCust,PHOENIX AVIATION,Africa,Africa Sub-Saharan,Kenya - KE - Africa,,  ,0%,  ,0%,  ,0%,0.00,0.00,0.00,0.00,0.00,,,GA-BA,0.00,0.00,0.00,0.00,0.00,0.00,1471,0,,EUR
COM13457,ASTRAL AVIATION - Kenya,PotCust,ASTRAL AVIATION,Africa,Africa Sub-Saharan,Kenya - KE - Africa,,  ,0%,  ,0%,  ,0%,0.00,0.00,0.00,0.00,0.00,,,AIRL,0.00,0.00,0.00,0.00,0.00,0.00,1472,0,,EUR
COM13458,MJETS AIR Sdn Bhd (Kargo Xpress) - Malaysia,Customer,MJETS AIR Sdn Bhd (Kargo Xpress),Asia,Asia South-eastern,Malaysia - MY - Asia,, 113 464,34%, 152 097,23%, 187 303,33%,"249,879.00","134,330.00","238,497.00","145,712.00","249,879.00",Standard,APAC5,AIRL,"35,067.00",0.00,"15,871.00","19,197.00",0.00,0.00,1473,6,2021-01-06,EUR
COM13460,AOPA DMU - Denmark,NonCust,AOPA DMU,Europe,Europe Northern,Denmark - DK - Europe,,  ,0%,  ,0%,  ,0%,0.00,0.00,0.00,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,0.00,1474,0,,EUR
COM13461,Star Air Cargo (Pty) Ltd - South Africa,PotCust,Star Air Cargo (Pty) Ltd,Africa,Africa Sub-Saharan,South Africa - ZA - Africa,2025-03-31, 271 709,1%, 275 712,9%, 300 430,-82%,"52,610.00",0.00,0.00,"52,610.00","52,610.00",Standard,AFR4,AIRL,0.00,0.00,0.00,0.00,0.00,0.00,1475,6,2020-02-01,USD
COM13466,JORDAN AVIATION - Jordan,Customer,JORDAN AVIATION,Asia,Middle East,Jordan - JO - Asia,, 181 013,385%, 878 534,20%,1 056 711,-9%,"958,836.00","560,613.00","934,554.00","584,896.00","958,836.00",Standard,APAC4,AIRL,"236,924.00","73,251.00","79,423.00","84,250.00",0.00,0.00,1476,7,2014-03-01,EUR
COM13471,ARGOS VPH - Italy,PotCust,ARGOS VPH,Europe,Europe Southern,Italy - IT - Europe,,  ,0%,  ,0%,  ,0%,0.00,0.00,0.00,0.00,0.00,,,FSP,0.00,0.00,0.00,0.00,0.00,0.00,1477,0,,EUR
COM13474,Ford Aviation - United Kingdom of Great Britain and Northern Ireland,PotCust,Ford Aviation,Europe,Europe Northern,United Kingdom of Great Britain and Northern Ireland - GB - Europe,,  ,0%,  ,0%,  ,0%,0.00,0.00,0.00,0.00,0.00,New FSP,,FSP,0.00,0.00,0.00,0.00,0.00,0.00,1478,1,2019-04-01,EUR
,EXPRESSJET Inc.,NonCust,EXPRESSJET Inc.,,,,,  ,0%,  ,0%,  ,100%,"342,180.00",0.00,"70,498.00","271,682.00","342,180.00",,,AIRL,0.00,0.00,0.00,0.00,0.00,0.00,1479,0,,USD
COM13480,NESAVIATON - Aruba,PotCust,NESAVIATON,Americas,"America, Latin and the Caribbean",Aruba - AW - Americas,,  ,0%,  ,0%,  ,0%,0.00,0.00,0.00,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,0.00,1480,0,,EUR
COM13481,EGT Jet Ltd. - Bulgaria,Customer,EGT Jet Ltd.,Europe,Europe Eastern,Bulgaria - BG - Europe,, 46 037,6%, 48 581,8%, 52 515,7%,"56,243.00","32,648.00","32,648.00","56,243.00","56,243.00",Old,EUR5,GA-BA,"3,400.00",0.00,"3,400.00",0.00,0.00,0.00,1481,3,2019-06-01,EUR
COM13482,SKY AIRLINE - Chile,PotCust,SKY AIRLINE,Americas,"America, Latin and the Caribbean",Chile - CL - Americas,,  ,0%,  ,0%,  ,0%,0.00,0.00,0.00,0.00,0.00,,,AIRL,0.00,0.00,0.00,0.00,0.00,0.00,1482,0,,USD
COM13483,748 AIR SERVICES - Kenya,PotCust,748 AIR SERVICES,Africa,Africa Sub-Saharan,Kenya - KE - Africa,,  ,0%,  ,0%,  ,0%,0.00,0.00,0.00,0.00,0.00,,,AIRL,0.00,0.00,0.00,0.00,0.00,0.00,1483,5,,USD
COM13486,Elitavia Malta Ltd - Malta,NonCust,Elitavia Malta Ltd,Europe,Europe Southern,Malta - MT - Europe,,  ,0%,  ,0%,  ,0%,0.00,0.00,0.00,0.00,0.00,Old,,,0.00,0.00,0.00,0.00,0.00,0.00,1484,0,,EUR
COM13488,BKNJET Havac?l?k A? - Turkey,PotCust,BKNJET Havac?l?k A?,Asia,Middle East,Turkey - TR - Asia,,  ,0%,  ,0%,  ,0%,0.00,0.00,0.00,0.00,0.00,,EUR5,GA-BA,0.00,0.00,0.00,0.00,0.00,0.00,1485,0,,EUR
COM13489,National Airways (Ethiopia) - Ethiopia,PotCust,National Airways (Ethiopia),Africa,Africa Sub-Saharan,Ethiopia - ET - Africa,,  ,0%,  ,0%,  ,0%,0.00,0.00,0.00,0.00,0.00,Standard,,AIRL,0.00,0.00,0.00,0.00,0.00,0.00,1486,0,2019-10-01,USD
COM13490,AFRICA WORLD AIRLINES - Ghana,PotCust,AFRICA WORLD AIRLINES,Africa,Africa Sub-Saharan,Ghana - GH - Africa,,  ,0%,  ,0%,  ,0%,0.00,0.00,0.00,0.00,0.00,,,AIRL,0.00,0.00,0.00,0.00,0.00,0.00,1487,0,,USD
COM13492,The Helicopter & Jet Company - Saudi Arabia,Customer,The Helicopter & Jet Company,Asia,Middle East,Saudi Arabia - SA - Asia,, 356 967,65%, 589 876,42%, 836 735,10%,"923,073.00","497,432.00","842,915.00","577,590.00","923,073.00",New FSP,APAC2,FSP,"123,604.00",0.00,"66,492.00","57,113.00",0.00,0.00,1488,37,2019-10-01,USD
COM13493,MOZAMBIQUE EXPRESSO - Mozambique,PotCust,MOZAMBIQUE EXPRESSO,Africa,Africa Sub-Saharan,Mozambique - MZ - Africa,,  ,0%,  ,0%,  ,0%,0.00,0.00,0.00,0.00,0.00,Standard,AFR5,AIRL,0.00,0.00,0.00,0.00,0.00,0.00,1489,0,,USD
COM13494,KlasJet - Lithuania,Customer,KlasJet,Europe,Europe Northern,Lithuania - LT - Europe,, 140 692,107%, 290 663,58%, 460 655,18%,"542,668.00","275,255.00","483,370.00","334,553.00","542,668.00",Standard,EUR4,AIRL,"57,930.00",0.00,"57,930.00",0.00,0.00,0.00,1490,11,2019-07-01,EUR
COM13497,Air Taxi and Charter International - Spain,PotCust,Air Taxi and Charter International,Europe,Europe Southern,Spain - ES - Europe,,  ,0%,  ,0%,  ,0%,0.00,0.00,0.00,0.00,0.00,,,GA-BA,0.00,0.00,0.00,0.00,0.00,0.00,1491,0,,EUR
COM13498,UNITY AIR - Ghana,PotCust,UNITY AIR,Africa,Africa Sub-Saharan,Ghana - GH - Africa,,  ,0%,  ,0%,  ,0%,0.00,0.00,0.00,0.00,0.00,,,AIRL,0.00,0.00,0.00,0.00,0.00,0.00,1492,0,,USD
COM13499,SA EXPRESS - South Africa,PotCust,SA EXPRESS,Africa,Africa Sub-Saharan,South Africa - ZA - Africa,,  ,0%,  ,0%,  ,0%,0.00,0.00,0.00,0.00,0.00,,,AIRL,0.00,0.00,0.00,0.00,0.00,0.00,1493,0,,EUR
COM13501,CIAF LEASING - Egypt,PotCust,CIAF LEASING,Africa,Africa Northern,Egypt - EG - Africa,,  ,0%,  ,0%,  ,0%,0.00,0.00,0.00,0.00,0.00,Standard,,AIRL,0.00,0.00,0.00,0.00,0.00,0.00,1494,0,2019-08-01,EUR
COM13504,EXECUJET AIR CHARTER - South Africa,PotCust,EXECUJET AIR CHARTER,Africa,Africa Sub-Saharan,South Africa - ZA - Africa,,  ,0%,  ,0%,  ,0%,0.00,0.00,0.00,0.00,0.00,,,GA-BA,0.00,0.00,0.00,0.00,0.00,0.00,1495,0,,USD
COM13505,VSR Aviation - India,Customer via,VSR Aviation,Asia,Asia Southern,India - IN - Asia,,  ,0%,  ,0%,  ,0%,0.00,0.00,0.00,0.00,0.00,,,GA-BA,0.00,0.00,0.00,0.00,0.00,0.00,1496,0,2024-04-29,USD
COM13506,CHALAIR AVIATION - France,Customer,CHALAIR AVIATION,Europe,Europe Western,France - FR - Europe,, 262 524,-8%, 242 447,0%, 242 831,10%,"267,695.00","152,777.00","247,916.00","172,557.00","267,695.00",Standard,EUR4,AIRL,"21,931.00",0.00,"21,931.00",0.00,0.00,0.00,1497,11,2020-07-01,EUR
COM13507,Lothringen Aero Services GmbH - Germany,PotCust,Lothringen Aero Services GmbH,Europe,Europe Western,Germany - DE - Europe,,  ,0%,  ,0%,  ,0%,0.00,0.00,0.00,0.00,0.00,,,GA-BA,0.00,0.00,0.00,0.00,0.00,0.00,1498,0,,EUR
COM13508,SIRIUS-AERO - Russian Federation,Quarantine,SIRIUS-AERO,Europe,Europe Eastern,Russian Federation - RU - Europe,,  ,0%,  ,0%,  ,0%,0.00,0.00,0.00,0.00,0.00,Standard,,GA-BA,0.00,0.00,0.00,0.00,0.00,0.00,1499,0,2019-11-01,EUR
COM13511,Brightling Services - United Kingdom of Great Britain and Northern Ireland,PotCust,Brightling Services,Europe,Europe Northern,United Kingdom of Great Britain and Northern Ireland - GB - Europe,,  ,0%,  ,0%,  ,0%,0.00,0.00,0.00,0.00,0.00,,,GA-BA,0.00,0.00,0.00,0.00,0.00,0.00,1500,0,,EUR
COM13512,LLC AVIATION COMPANY ELERON (VVA) - Ukraine,PotCust,LLC AVIATION COMPANY ELERON (VVA),Europe,Europe Eastern,Ukraine - UA - Europe,,  ,0%,  ,0%,  ,0%,0.00,0.00,0.00,0.00,0.00,,,GA-BA,0.00,0.00,0.00,0.00,0.00,0.00,1501,0,,EUR
COM13514,OK AVIATION WINGS - Czechia,Customer,OK AVIATION WINGS,Europe,Europe Eastern,Czechia - CZ - Europe,, 79 751,-9%, 72 285,23%, 88 563,22%,"108,294.00","91,025.00","135,193.00","64,125.00","108,294.00",New FSP,EUR5,FSP,0.00,0.00,0.00,0.00,0.00,0.00,1502,4,2019-09-01,EUR
COM13516,MARATHON AIRLINES - Greece,Customer,MARATHON AIRLINES,Europe,Europe Southern,Greece - GR - Europe,, 52 833,189%, 152 666,28%, 194 980,-18%,"159,019.00","111,784.00","173,792.00","97,012.00","159,019.00",Standard,EUR4,AIRL,"68,713.00",0.00,"17,001.00",0.00,"51,713.00",0.00,1503,5,2020-08-01,EUR
COM13517,Jet Premier One - Malaysia,PotCust,Jet Premier One,Asia,Asia South-eastern,Malaysia - MY - Asia,,  ,0%,  ,0%,  ,0%,0.00,0.00,0.00,0.00,0.00,,,GA-BA,0.00,0.00,0.00,0.00,0.00,0.00,1504,0,,USD
COM13519,AIR BOURGOGNE - France,NonCust,AIR BOURGOGNE,Europe,Europe Western,France - FR - Europe,,  ,0%,  ,0%,  ,0%,0.00,0.00,0.00,0.00,0.00,,,GA-BA,0.00,0.00,0.00,0.00,0.00,0.00,1505,0,,USD
COM13520,Spherus Aviation - Germany,NonCust,Spherus Aviation,Europe,Europe Western,Germany - DE - Europe,,  ,0%,  ,0%,  ,0%,0.00,0.00,0.00,0.00,0.00,,,GA-BA,0.00,0.00,0.00,0.00,0.00,0.00,1506,0,,EUR
COM13521,RH Trade AG - Switzerland,PotCust,RH Trade AG,Europe,Europe Western,Switzerland - CH - Europe,,  ,0%,  ,0%,  ,0%,0.00,0.00,0.00,0.00,0.00,,,GA-BA,0.00,0.00,0.00,0.00,0.00,0.00,1507,0,,EUR
COM13522,SWISS GLOBAL JET - Switzerland,PotCust,SWISS GLOBAL JET,Europe,Europe Western,Switzerland - CH - Europe,,  ,0%,  ,0%,  ,0%,0.00,0.00,0.00,0.00,0.00,,,GA-BA,0.00,0.00,0.00,0.00,0.00,0.00,1508,0,,EUR
COM13523,Heidelberg Cement AG - Germany,PotCust,Heidelberg Cement AG,Europe,Europe Western,Germany - DE - Europe,,  ,0%,  ,0%,  ,0%,0.00,0.00,0.00,0.00,0.00,,,GA-BA,0.00,0.00,0.00,0.00,0.00,0.00,1509,0,,EUR
COM13524,Lynxjet Private Flights - Israel,PotCust,Lynxjet Private Flights,Asia,Middle East,Israel - IL - Asia,,  ,0%,  ,0%,  ,0%,0.00,0.00,0.00,0.00,0.00,,,GA-BA,0.00,0.00,0.00,0.00,0.00,0.00,1510,0,,EUR
COM13525,Air Ocean Maroc - Morocco,PotCust,Air Ocean Maroc,Africa,Africa Northern,Morocco - MA - Africa,, 69 568,-92%, 5 842,-100%,  ,0%,0.00,0.00,0.00,0.00,0.00,Standard,,GA-BA,0.00,0.00,0.00,0.00,0.00,0.00,1511,0,2020-09-17,EUR
COM13526,JP Iaeono - Switzerland,NonCust,JP Iaeono,Europe,Europe Western,Switzerland - CH - Europe,,  ,0%,  ,0%,  ,0%,0.00,0.00,0.00,0.00,0.00,,,GA-BA,0.00,0.00,0.00,0.00,0.00,0.00,1512,0,,EUR
COM13527,PREMIER PRIVATE JETS - United States of America,PotCust,PREMIER PRIVATE JETS,Americas,"America, Northern",United States of America - US - Americas,,  ,0%,  ,0%,  ,0%,0.00,0.00,0.00,0.00,0.00,,,GA-BA,0.00,0.00,0.00,0.00,0.00,0.00,1513,0,,EUR
COM13528,Resource Aviation Services - Mali,NonCust,Resource Aviation Services,Africa,Africa Sub-Saharan,Mali - ML - Africa,,  ,0%,  ,0%,  ,0%,0.00,0.00,0.00,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,0.00,1514,0,,EUR
COM13529,SAHARA AFRICAN AVIATION - South Africa,PotCust,SAHARA AFRICAN AVIATION,Africa,Africa Sub-Saharan,South Africa - ZA - Africa,,  ,0%,  ,0%,  ,0%,0.00,0.00,0.00,0.00,0.00,,,AIRL,0.00,0.00,0.00,0.00,0.00,0.00,1515,0,,USD
